UMAP1,UMAP2,kmeans_cluster,is_noise
12.91,-1.66,0,0
-3.0,11.15,0,0
-1.04,10.54,0,0
-2.25,-0.46,0,0
-3.72,0.97,1,0
-3.43,4.82,1,0
-4.28,1.7,1,0
10.12,-1.31,0,0
9.72,12.65,0,0
5.08,4.35,0,0
-3.17,0.9,0,0
-3.44,0.93,1,0
-2.93,13.59,0,0
12.29,-3.6,1,0
-3.68,4.93,1,0
10.4,12.81,0,0
9.13,-2.78,0,0
-3.66,4.1,1,0
12.13,-3.18,1,0
10.61,11.26,1,0
14.19,-2.81,1,0
9.29,-2.02,0,0
10.56,14.68,0,0
10.36,-4.06,0,0
11.04,12.75,0,0
9.44,12.51,0,0
11.35,-0.26,1,0
-2.0,9.83,0,0
13.14,-1.41,1,0
13.34,-2.3,1,0
8.77,-1.9,0,0
-2.58,9.42,1,0
12.93,-1.4,1,0
11.04,9.99,1,0
11.04,10.41,0,0
9.27,-1.62,0,0
13.03,11.25,1,0
15.12,-0.94,1,0
9.73,-0.48,1,0
12.57,11.56,1,0
9.63,13.22,0,0
-1.91,9.2,1,0
10.55,-2.58,0,0
11.19,12.33,0,0
10.13,11.53,1,0
10.51,12.18,0,0
-4.98,-0.27,1,0
9.13,12.05,0,0
12.23,-0.63,1,0
-4.62,2.08,1,0
-4.96,3.27,1,0
10.25,11.53,0,0
8.32,-2.87,0,0
12.16,-1.49,0,0
14.1,9.49,1,0
11.53,13.66,0,0
10.4,-4.04,0,0
11.44,-2.76,0,0
11.04,13.4,0,0
11.55,-0.9,0,0
-3.5,-1.08,0,0
13.55,-2.16,1,0
11.49,-3.5,0,0
11.88,-3.57,1,0
10.6,13.78,0,0
-2.43,0.3,0,0
-2.41,0.1,0,0
9.01,-2.46,0,0
11.14,12.82,0,0
-1.01,9.73,1,0
-3.45,10.56,0,0
11.72,11.14,1,0
12.7,-1.33,1,0
-5.46,0.29,1,0
-3.93,1.7,1,0
12.55,-4.19,1,0
9.74,11.14,0,0
13.09,16.0,1,0
10.43,-0.25,1,0
9.63,-1.13,0,0
-3.57,-1.35,0,0
-3.76,0.41,0,0
9.87,13.43,0,0
10.12,10.25,0,0
11.53,-3.15,0,0
-2.75,-0.93,0,0
-5.4,1.93,1,0
11.41,-1.5,0,0
-1.6,8.19,1,0
12.52,-2.8,0,0
11.52,-3.11,0,0
12.74,11.2,1,0
9.41,12.85,0,0
-4.07,0.93,0,0
9.54,-2.82,0,0
11.09,-3.22,0,0
-5.92,-0.31,0,0
9.64,12.93,0,0
-2.32,9.71,0,0
10.59,11.08,0,0
10.46,-0.36,0,0
10.55,12.85,0,0
7.71,-3.15,0,0
10.82,-2.24,0,0
11.4,-0.71,0,0
7.91,13.22,0,0
-1.47,9.11,1,0
11.22,-3.74,0,0
-3.51,-0.67,0,0
15.47,-0.07,1,0
-2.24,7.19,1,0
9.08,-3.79,0,0
9.47,12.91,0,0
-1.83,6.77,1,0
12.14,13.97,1,0
-2.12,10.18,0,0
14.01,-3.27,1,0
13.29,14.92,1,0
11.21,-0.65,1,0
-1.36,11.19,0,0
-2.41,0.76,0,0
-2.62,9.34,1,0
-5.24,1.98,1,0
12.24,7.81,1,0
5.05,3.87,0,0
13.25,-0.76,1,0
14.04,9.75,1,0
-2.35,7.19,1,0
-1.31,9.67,1,0
15.17,0.88,1,0
14.03,-4.1,1,0
12.15,-1.28,0,0
13.71,-3.75,1,0
-2.93,0.26,0,0
-1.42,0.52,0,0
11.12,-1.09,1,0
-3.1,1.47,1,0
-3.86,10.63,1,0
11.23,-2.18,0,0
11.8,13.44,0,0
10.75,-2.24,0,0
11.25,-3.35,0,0
11.07,-2.2,0,0
5.37,6.52,0,0
9.27,12.98,0,0
11.21,12.04,0,0
10.29,-3.5,0,0
11.55,12.52,0,0
12.84,0.26,1,0
-1.81,1.47,1,0
-2.77,3.42,1,0
9.87,11.76,0,0
9.73,13.11,0,0
11.52,12.71,0,0
13.02,-1.32,1,0
11.5,13.72,1,0
-2.48,9.35,1,0
9.02,-0.24,0,0
10.12,13.25,0,0
-1.17,9.02,1,0
10.18,15.77,0,0
11.58,13.72,0,0
12.65,-3.14,1,0
11.8,12.16,1,0
10.22,-2.0,0,0
-2.43,-0.5,0,0
14.84,-1.22,1,0
-2.3,11.0,0,0
9.25,14.94,0,0
-2.37,7.61,1,0
-2.62,8.27,1,0
-4.14,0.93,1,0
12.56,-0.74,1,0
9.28,13.47,0,0
-1.25,11.31,0,0
9.67,13.66,0,0
11.16,13.8,0,0
-0.37,-0.78,0,0
9.98,-0.21,0,0
11.63,-0.99,1,0
11.3,12.59,0,0
-1.32,10.85,0,0
12.42,-1.41,0,0
12.63,-3.2,1,0
-4.06,1.2,1,0
11.96,-2.77,0,0
9.7,-1.67,0,0
14.73,-1.02,1,0
9.89,11.32,0,0
10.09,-1.15,0,0
-1.58,10.17,0,0
-2.86,11.8,0,0
11.08,-1.24,0,0
12.27,-2.21,0,0
12.14,-2.92,1,0
-1.76,10.11,1,0
11.85,12.14,1,0
9.24,11.52,0,0
10.77,-0.76,0,0
15.83,10.18,1,0
10.61,13.82,0,0
14.68,15.26,1,1
8.36,-1.41,0,0
-5.06,-1.25,0,0
12.89,-0.54,1,0
10.25,-1.07,0,0
10.07,14.16,0,0
11.38,-3.3,0,0
-5.12,4.14,1,0
-1.77,7.45,1,0
9.44,-3.23,0,0
13.71,-3.42,1,0
-1.41,7.39,1,0
11.44,12.34,0,0
11.2,-4.24,0,0
14.5,9.74,1,0
6.94,-2.71,0,0
-2.1,0.66,1,0
9.68,13.63,0,0
8.64,-1.31,0,0
8.96,-2.08,0,0
8.89,-2.76,0,0
11.81,13.81,1,0
11.3,0.09,1,0
11.93,-0.76,1,0
-2.0,1.56,1,0
10.56,-1.05,0,0
9.57,12.56,0,0
5.31,3.75,0,0
-4.03,8.21,1,0
13.42,-2.31,1,0
14.84,-2.23,1,0
-2.61,0.89,1,0
10.3,-4.03,0,0
8.22,-2.23,0,0
9.28,11.07,0,0
-3.63,9.61,1,0
-3.26,-0.3,0,0
-5.06,1.38,1,0
10.03,13.1,0,0
11.87,-0.78,1,0
9.37,14.7,0,0
10.03,12.37,0,0
-3.57,10.81,0,0
12.48,-1.42,1,0
10.33,-2.05,0,0
10.41,-1.31,0,0
-1.67,10.12,0,0
13.96,10.52,1,0
8.63,-2.72,0,0
-4.12,-0.22,0,0
9.7,-1.71,0,0
10.13,14.99,0,0
12.37,9.42,1,0
-2.19,0.48,0,0
12.92,-0.37,1,0
-2.09,12.21,0,0
-2.02,9.6,0,0
9.62,-3.02,0,0
10.72,11.84,0,0
9.49,0.21,1,0
12.29,-2.68,0,0
-2.5,0.22,0,0
9.76,-1.52,0,0
13.04,-5.07,1,0
10.51,-1.43,0,0
12.55,-3.1,1,0
8.9,13.39,0,0
10.59,-1.5,0,0
-3.6,-0.1,0,0
7.21,13.79,0,0
12.0,-3.32,1,0
-3.76,7.98,1,0
11.38,-3.12,0,0
10.52,-1.83,0,0
11.51,14.14,0,0
13.31,-0.47,1,0
8.88,12.45,0,0
13.08,-0.97,0,0
17.8,8.82,1,1
13.16,-2.5,1,0
10.44,-3.91,0,0
10.14,14.09,0,0
14.79,12.01,1,0
10.83,-3.66,0,0
-0.8,11.82,0,0
-1.95,8.3,1,0
-4.91,2.4,1,0
11.19,13.27,0,0
-4.44,-0.34,0,0
9.71,-2.08,0,0
-2.21,1.01,1,0
9.58,-3.02,0,0
10.61,10.3,1,0
15.96,12.45,1,0
11.62,-2.66,0,0
15.03,2.5,1,0
11.86,-3.12,0,0
10.01,11.51,0,0
5.85,11.68,0,1
9.46,12.48,0,0
11.96,-3.46,1,0
9.44,10.19,0,0
10.27,-3.69,0,0
7.72,12.6,0,0
-1.76,0.43,0,0
9.14,-2.43,0,0
11.51,-2.98,0,0
10.09,-2.54,0,0
10.54,-3.19,0,0
10.8,-2.62,0,0
-4.19,0.6,1,0
13.94,7.5,1,0
-3.39,8.27,1,0
10.8,0.32,1,0
11.69,-1.27,0,0
-3.68,11.07,0,0
-2.61,0.3,0,0
7.86,-1.02,0,0
-2.76,3.06,1,0
9.53,-2.04,0,0
13.91,9.64,1,0
10.45,14.37,0,0
9.18,-2.35,0,0
-2.74,-0.35,0,0
9.68,-4.48,0,0
-3.43,9.53,0,0
9.96,-4.64,0,0
10.09,-2.63,0,0
-4.82,4.97,1,0
-4.28,0.2,0,0
12.35,-0.66,0,0
10.33,-1.27,0,0
10.76,-1.17,0,0
-1.94,1.56,1,0
9.36,15.47,0,0
-4.36,1.54,1,0
13.31,11.96,1,0
8.98,13.33,0,0
-2.3,8.35,1,0
-4.29,1.87,1,0
9.82,-4.7,0,0
-2.9,-0.59,0,0
12.84,0.72,1,0
-2.94,8.45,1,0
-2.35,0.22,0,0
-2.85,0.91,1,0
10.92,-3.22,0,0
14.74,-1.33,1,0
-3.77,3.88,1,0
12.66,-0.84,1,0
11.69,9.95,1,0
15.55,-1.3,1,0
12.26,-2.21,0,0
12.26,-1.35,0,0
11.38,-3.35,0,0
11.46,-1.99,0,0
9.57,12.33,0,0
11.81,-1.14,0,0
11.84,-3.01,0,0
13.51,-0.79,1,0
11.06,-1.55,0,0
13.21,-4.76,1,0
13.42,13.62,0,0
8.32,14.88,0,0
-4.91,1.11,1,0
8.21,12.79,0,0
-4.2,10.84,0,0
-2.01,0.28,0,0
-3.86,-1.24,0,0
-4.78,2.6,1,0
-3.03,2.41,1,0
13.59,-2.81,1,0
-4.11,11.34,0,0
8.31,13.61,0,0
8.04,14.51,0,0
9.0,-1.44,0,0
5.02,4.72,0,0
11.93,0.85,1,0
10.92,13.33,0,0
10.06,-3.0,0,0
11.37,12.93,0,0
14.08,-1.66,1,0
10.91,-2.5,0,0
12.66,-0.96,1,0
9.79,0.85,0,0
12.08,-2.75,1,0
9.52,12.88,0,0
-1.64,9.24,0,0
12.8,13.77,1,0
-1.03,7.54,1,0
13.24,-2.34,1,0
10.57,-3.71,0,0
13.4,-0.4,1,0
-2.45,3.56,1,0
-5.6,9.53,0,0
13.74,-2.32,1,0
12.8,-0.77,1,0
10.61,-2.08,0,0
12.24,-2.96,1,0
13.43,9.25,1,0
11.82,-2.86,0,0
-3.57,11.64,0,0
15.89,9.34,1,0
9.67,12.97,0,0
-2.62,2.16,1,0
12.1,-1.23,0,0
12.07,-1.14,0,0
9.58,12.23,0,0
9.68,-2.7,0,0
-1.65,9.09,1,0
11.24,14.62,0,0
12.1,-1.44,0,0
-4.87,0.63,1,0
15.41,-0.17,1,0
9.75,12.85,0,0
-4.56,-0.22,1,0
-4.21,11.83,0,0
13.06,-0.6,1,0
-1.58,9.59,1,0
12.34,-0.78,1,0
7.73,14.5,0,0
-4.27,-2.4,1,0
-2.79,1.68,1,0
11.12,12.6,0,0
15.13,-1.94,1,0
12.86,-1.68,1,0
15.6,0.58,1,0
10.42,13.48,0,0
9.55,11.81,0,0
12.57,-2.57,0,0
-3.67,0.79,0,0
15.03,0.24,1,0
12.69,-5.39,0,0
-0.71,10.73,0,0
15.07,12.92,1,0
12.16,-2.71,1,0
10.4,14.36,0,0
11.93,-2.41,0,0
11.5,-2.93,0,0
13.64,-2.69,1,0
9.87,-2.08,0,0
13.14,11.92,1,0
13.02,-1.58,1,0
9.66,-0.51,0,0
-4.15,0.58,1,0
10.8,-1.85,0,0
-4.88,1.92,1,0
13.55,-2.82,1,0
13.91,-0.62,1,0
14.19,-0.15,1,0
16.64,0.31,1,0
9.3,-3.11,0,0
-1.99,1.19,0,0
-2.66,2.21,1,0
11.21,13.23,0,0
10.79,-1.88,0,0
11.65,12.91,0,0
0.0,4.21,0,1
9.41,11.6,0,0
9.66,12.14,0,0
13.7,-1.02,1,0
-2.03,-0.07,0,0
11.49,-2.94,0,0
-2.44,1.65,1,0
11.64,10.93,1,0
-3.27,7.27,1,0
9.19,13.2,0,0
12.55,13.19,0,0
-3.84,10.04,0,0
-2.65,8.31,1,0
13.21,-3.55,1,0
-1.85,5.82,1,0
9.47,-4.17,0,0
12.69,-0.62,1,0
10.36,13.52,0,0
11.23,-3.09,0,0
-2.16,0.28,0,0
-4.55,4.05,1,0
7.29,12.02,0,0
4.96,4.65,0,0
12.78,12.16,1,0
10.11,12.74,0,0
11.96,11.84,0,0
12.12,-2.36,0,0
-0.92,8.83,1,0
-1.72,-0.58,0,0
5.61,4.69,0,0
-2.33,-0.09,0,0
10.38,11.08,0,0
13.38,13.8,1,0
7.4,-2.18,0,0
11.3,0.13,1,0
12.26,-1.53,0,0
9.98,-2.85,0,0
11.71,13.21,1,0
11.58,-1.16,1,0
-2.08,3.57,1,0
9.0,14.22,0,0
12.37,-4.25,1,0
10.66,-1.74,0,0
10.69,-1.67,0,0
9.52,-2.42,0,0
15.55,-1.76,1,0
-2.03,9.22,1,0
11.6,9.9,1,0
0.86,4.79,0,0
12.23,12.26,1,0
-1.35,9.11,1,0
-0.19,0.3,0,0
12.92,-3.25,1,0
9.04,13.76,0,0
10.58,12.78,0,0
10.64,11.56,0,0
9.2,-3.32,0,0
9.25,-2.64,0,0
9.92,-4.29,0,0
12.04,-3.18,1,0
10.81,11.21,1,0
-2.17,2.84,1,0
6.14,5.09,0,0
11.43,10.1,1,0
11.76,-3.65,0,0
12.75,12.8,1,0
11.39,12.3,1,0
9.7,-4.58,0,0
12.52,-1.43,1,0
9.6,-2.52,0,0
11.5,-1.07,0,0
10.54,-4.09,0,0
-3.45,1.15,1,0
9.87,-1.8,0,0
-3.53,11.0,0,0
-3.79,-0.33,0,0
10.06,12.4,0,0
-2.17,9.69,0,0
11.38,13.1,0,0
10.72,-3.39,0,0
11.46,14.09,0,0
13.33,-2.06,1,0
11.32,12.44,0,0
11.58,-0.99,0,0
-3.76,10.85,0,0
10.92,13.25,0,0
9.06,14.34,0,0
-2.89,0.46,1,0
10.5,-0.2,1,0
11.66,-3.5,0,0
12.02,-2.42,0,0
11.8,12.75,1,0
11.6,-2.81,0,0
11.85,-1.71,0,0
-2.86,1.87,1,0
11.07,-1.43,0,0
11.22,12.83,0,0
10.69,-1.49,0,0
8.77,12.48,0,0
8.77,-3.32,0,0
12.99,-3.43,1,0
-2.04,-2.31,0,0
-3.48,10.66,0,0
12.77,9.84,1,0
11.7,-3.08,0,0
9.24,13.75,0,0
10.03,14.02,0,0
-2.54,10.2,0,0
13.85,-2.07,1,0
13.06,-1.17,1,0
16.07,12.9,1,0
-5.0,0.11,1,0
13.22,9.73,1,0
-2.25,1.09,1,0
9.07,0.47,0,0
11.44,13.88,0,0
-2.13,8.72,1,0
11.97,-2.17,0,0
11.7,12.15,0,0
10.81,13.84,0,0
9.9,-3.76,0,0
12.8,-0.01,1,0
-3.38,1.32,0,0
-1.38,8.28,1,0
13.77,-0.25,1,0
-3.69,2.45,1,0
-3.61,10.28,1,0
9.2,12.66,0,0
14.47,-3.57,1,0
-2.97,1.78,1,0
10.4,-3.01,0,0
-4.49,9.66,1,0
-4.56,8.55,0,0
12.79,-0.31,0,0
-1.99,-2.38,0,0
13.11,11.36,1,0
12.38,-3.29,1,0
9.39,13.59,0,0
10.98,13.41,0,0
10.79,-1.75,0,0
16.33,9.35,1,0
-4.03,7.19,1,0
-3.06,8.49,1,0
13.73,-3.49,1,0
8.54,14.14,0,0
9.41,12.53,0,0
-2.37,11.43,1,0
12.1,-3.34,0,0
13.56,0.31,1,0
-1.91,10.86,0,0
-1.79,8.79,1,0
-3.67,1.89,1,0
-4.26,3.37,1,0
12.1,-0.95,1,0
10.6,-2.25,0,0
-3.1,0.72,0,0
9.51,-1.95,0,0
10.7,-2.73,0,0
12.38,1.0,1,0
-2.13,1.7,1,0
11.02,-2.01,0,0
-3.94,0.08,0,0
-2.6,7.82,1,0
-5.37,0.09,0,0
9.64,-3.31,0,0
16.02,10.22,1,0
7.25,-3.11,0,0
11.38,-3.23,0,0
10.65,-2.27,0,0
12.94,-2.67,1,0
-5.48,1.38,1,0
-0.91,11.06,0,0
10.32,9.43,0,0
10.08,9.02,0,0
10.82,-1.85,0,0
-5.24,-1.22,0,0
-3.63,10.57,0,0
-2.7,5.5,1,0
-2.43,4.72,1,0
-4.13,0.4,0,0
-2.7,0.49,1,0
-4.16,1.35,1,0
12.95,-1.32,1,0
13.44,-0.21,1,0
-2.76,3.12,1,0
-4.72,4.24,1,0
9.86,0.15,1,0
9.43,11.68,0,0
-3.03,1.47,1,0
-2.27,-0.38,0,0
-4.07,0.93,1,0
14.69,11.94,1,0
13.6,-3.3,0,0
-2.63,-0.02,0,0
12.85,13.7,1,0
-5.48,1.94,1,0
11.66,13.07,0,0
11.88,-1.2,0,0
10.59,-2.47,0,0
14.74,-0.91,1,0
12.52,10.36,1,0
-3.1,9.99,1,0
-2.53,-0.0,0,0
10.6,12.6,0,0
-4.08,10.05,0,0
9.85,13.76,0,0
-1.03,9.22,1,0
9.9,15.8,0,0
13.82,-2.33,1,0
-5.12,-0.13,1,0
12.84,0.59,1,0
-2.67,1.6,1,0
-3.95,0.51,0,0
6.19,3.32,0,0
17.29,-0.96,1,0
-0.84,8.38,1,0
-3.09,10.51,0,0
-3.98,-0.56,0,0
-1.67,9.21,1,0
-5.51,3.76,1,0
11.61,-2.49,0,0
10.29,-2.83,0,0
5.45,5.56,0,0
10.77,-1.79,0,0
11.36,14.52,0,0
10.24,15.68,0,0
-3.96,9.69,1,0
-3.0,-2.16,0,0
8.35,10.01,0,0
-1.91,10.48,0,0
-4.14,7.64,1,0
11.78,12.19,1,0
10.29,15.31,0,0
12.32,13.56,1,0
13.8,-0.27,1,0
12.45,12.06,1,0
11.55,-4.43,0,0
-3.51,1.69,1,0
-1.56,11.33,0,0
11.02,13.08,0,0
11.66,13.18,0,0
9.52,-2.64,0,0
12.39,10.33,1,0
-3.93,0.4,0,0
-1.9,0.14,1,0
10.52,-1.86,0,0
11.49,-2.72,0,0
11.79,-3.31,0,0
-1.68,6.68,1,0
9.15,-2.33,0,0
9.32,-3.0,0,0
10.39,11.8,0,0
13.87,-0.32,1,0
13.23,9.76,1,0
-2.9,9.44,0,0
-4.3,1.77,1,0
11.58,-2.7,0,0
-3.45,10.8,0,0
9.29,13.58,0,0
10.42,14.57,0,0
-4.09,3.42,1,0
10.58,12.36,0,0
11.01,9.22,0,0
13.44,12.36,1,0
-2.74,1.36,1,0
-3.81,0.2,0,0
10.95,-1.75,0,0
13.0,-1.16,1,0
10.51,13.73,0,0
10.98,12.75,0,0
-4.28,-1.82,0,0
14.25,12.43,0,0
9.56,-2.41,0,0
-3.31,-0.11,0,0
12.82,-0.7,1,0
11.57,-2.57,0,0
-4.07,-1.17,0,0
10.55,7.88,1,0
12.45,0.66,0,0
11.21,-3.46,0,0
10.28,12.39,0,0
11.23,-3.75,0,0
-4.28,0.25,0,0
9.33,-2.68,0,0
11.58,13.1,1,0
11.58,-3.52,0,0
-2.81,-0.29,0,0
9.85,12.91,0,0
12.38,0.23,1,0
11.49,13.45,0,0
10.23,-1.21,0,0
11.73,-3.09,0,0
6.99,-3.3,0,0
9.01,13.77,0,0
11.78,13.78,1,0
-3.4,10.8,0,0
10.96,10.13,0,0
7.9,15.01,0,0
-4.35,-1.35,0,0
9.67,-2.27,0,0
-3.79,0.5,0,0
12.7,-0.93,1,0
15.45,-2.14,1,0
-0.48,9.98,0,0
11.07,-1.72,0,0
12.77,13.73,1,0
8.98,-0.28,0,0
9.44,12.22,0,0
11.02,-1.44,0,0
10.08,14.21,0,0
-3.38,1.88,1,0
10.63,11.62,0,0
-4.09,0.11,0,0
10.05,-2.33,0,0
9.56,12.66,0,0
-1.16,10.83,0,0
14.77,9.54,1,0
10.66,11.59,0,0
-1.19,11.02,0,0
9.76,11.54,0,0
10.62,-3.54,0,0
-4.83,2.92,1,0
9.97,13.2,0,0
-4.77,-0.66,0,0
10.3,12.37,0,0
11.23,-1.99,0,0
11.85,-1.67,1,0
4.22,7.01,0,0
12.33,-2.38,0,0
10.37,-1.8,0,0
11.21,11.46,0,0
14.53,-1.24,1,0
13.63,-0.46,1,0
14.54,0.95,1,0
-1.33,9.09,1,0
13.7,10.02,1,0
-2.54,-0.68,0,0
6.12,4.08,0,0
10.76,-1.56,0,0
-1.77,0.53,0,0
9.72,-2.94,0,0
13.8,11.49,1,0
10.52,-3.81,0,0
8.76,13.0,0,0
11.68,10.86,1,0
11.98,-1.15,0,0
-4.25,1.74,1,0
-4.03,0.5,1,0
-0.44,-0.15,1,0
14.95,3.09,1,0
14.21,13.44,1,0
-4.74,3.88,1,0
9.71,-1.86,0,0
8.45,-2.52,0,0
-0.45,10.63,1,0
10.26,11.16,0,0
9.38,-2.66,0,0
13.32,-1.04,1,0
-1.95,3.95,1,0
-4.09,0.71,1,0
12.37,12.97,0,0
12.75,-0.63,1,0
0.88,4.85,0,0
-2.86,-0.05,0,0
-5.18,2.94,1,0
-3.67,1.8,1,0
11.07,-3.27,0,0
-4.4,1.58,1,0
8.01,-2.56,0,0
-3.44,11.63,0,0
13.78,-0.28,1,0
8.66,13.15,0,0
13.71,-1.97,1,0
10.14,-4.26,0,0
8.12,8.47,0,1
10.65,-4.14,0,0
8.67,13.23,0,0
8.89,14.67,0,0
10.66,9.1,0,0
9.92,-3.93,0,0
-4.17,-0.33,0,0
9.82,-1.16,0,0
11.71,-2.9,0,0
-3.79,-0.08,0,0
14.64,-2.62,1,0
9.54,11.15,0,0
14.41,-0.58,1,0
11.96,14.35,0,0
-1.89,10.73,0,0
10.47,12.56,0,0
-5.71,0.74,1,0
9.89,12.42,0,0
10.72,11.53,0,0
-3.68,-0.72,0,0
-3.98,7.95,1,0
15.23,-1.33,1,0
12.28,-2.53,0,0
-1.75,-2.1,0,0
-4.16,0.6,0,0
10.55,-4.26,0,0
11.38,14.2,1,0
-3.34,10.81,0,0
-3.5,0.42,0,0
-2.22,0.94,0,0
12.57,-0.4,1,0
8.67,-2.91,0,0
15.39,-0.06,1,0
10.88,-1.64,0,0
12.11,11.66,1,0
10.57,-2.59,0,0
8.88,14.4,0,0
10.84,-0.3,0,0
10.12,-4.31,0,0
-4.13,-0.67,0,0
12.79,-2.46,1,0
7.61,11.58,0,0
-1.95,0.41,1,0
-3.05,10.89,0,0
9.61,-2.48,0,0
9.73,-4.12,0,0
9.49,-2.61,0,0
-2.04,3.22,1,0
9.87,-2.12,0,0
9.14,-2.37,0,0
10.23,11.42,0,0
-2.91,0.9,1,0
10.74,-4.46,0,0
12.18,11.24,1,0
12.41,12.54,1,0
-1.62,5.73,1,0
9.26,11.47,0,0
10.86,9.79,1,0
11.83,11.53,1,0
14.19,-1.99,1,0
11.4,10.53,0,0
10.1,12.68,0,0
-4.1,0.79,1,0
10.47,12.83,0,0
-2.88,7.16,1,0
13.32,-0.21,1,0
8.98,12.91,0,0
13.04,-3.11,1,0
9.53,12.65,0,0
8.78,-2.02,0,0
13.74,10.44,1,0
7.46,14.33,0,0
13.55,-2.75,1,0
10.3,14.6,0,0
7.98,-2.73,0,0
11.14,-1.3,0,0
10.07,12.55,0,0
13.08,-0.42,1,0
11.91,16.5,0,0
9.77,13.67,0,0
11.52,2.42,1,0
-2.62,-0.79,0,0
10.4,-3.71,0,0
-2.97,11.94,0,0
-3.53,10.56,0,0
11.49,-0.07,1,0
10.3,-1.76,0,0
16.17,-0.77,1,0
-1.8,9.21,1,0
9.99,11.54,0,0
13.28,9.7,1,0
13.33,14.39,0,0
15.01,-0.95,1,0
11.01,14.73,0,0
-2.62,0.24,0,0
6.4,14.51,0,0
11.17,13.67,0,0
-1.75,8.26,1,0
-4.06,11.34,0,0
12.05,-1.13,0,0
-0.3,9.22,0,0
12.95,-2.5,1,0
8.45,12.52,0,0
-1.2,9.83,1,0
13.78,-1.6,1,0
1.52,3.79,0,0
10.25,-3.0,0,0
0.18,0.08,0,0
10.68,11.62,0,0
11.06,11.56,0,0
12.69,10.98,1,0
11.69,-2.91,0,0
11.43,12.13,0,0
9.62,-2.22,0,0
11.63,-1.31,0,0
9.89,14.33,0,0
9.5,11.14,0,0
10.09,-1.81,0,0
-4.35,0.18,1,0
11.29,-3.78,0,0
7.49,13.03,0,0
11.73,-2.96,0,0
11.04,-0.9,0,0
11.96,12.68,1,0
-3.94,1.97,1,0
11.96,-2.93,0,0
13.03,-3.91,1,0
9.07,13.7,0,0
11.76,-3.41,0,0
10.35,-3.59,0,0
11.67,-3.03,0,0
11.08,13.43,0,0
-3.44,-1.41,0,0
-2.36,1.11,0,0
11.28,0.02,1,0
12.84,-1.24,1,0
11.41,-4.46,0,0
11.47,-1.21,1,0
8.84,12.56,0,0
13.63,10.82,1,0
12.35,-1.26,1,0
12.85,13.64,1,0
-3.48,1.52,1,0
10.25,7.48,1,0
11.21,-1.37,0,0
13.18,11.16,1,0
10.45,-2.71,0,0
-3.56,1.75,1,0
-3.33,1.6,1,0
9.55,13.22,0,0
9.89,14.26,0,0
11.4,-1.96,0,0
13.76,-1.87,1,0
-2.26,0.97,0,0
-4.01,0.07,1,0
14.92,10.05,1,0
9.66,-2.09,0,0
-0.86,11.32,0,0
16.36,-0.36,1,0
10.92,-1.36,0,0
-0.64,8.25,1,0
12.8,-1.17,1,0
11.23,-1.39,0,0
12.42,9.87,1,0
-2.42,1.2,1,0
10.77,11.84,0,0
8.59,14.04,0,0
-3.28,0.46,1,0
12.49,-0.81,1,0
-1.53,10.51,1,0
11.72,12.11,0,0
10.71,14.2,0,0
13.58,0.56,1,0
6.11,5.51,0,0
13.29,-2.24,1,0
13.15,-1.88,1,0
8.42,-1.09,0,0
14.52,1.66,1,0
-4.12,0.85,1,0
11.59,10.76,1,0
-4.05,8.7,1,0
8.96,-2.11,0,0
10.45,-2.43,0,0
-1.26,-0.46,0,0
9.75,12.56,0,0
10.62,-2.61,0,0
8.44,13.14,0,0
9.62,13.11,0,0
-0.05,1.57,0,0
-3.25,10.77,0,0
9.72,12.33,0,0
11.3,-3.01,0,0
11.55,10.36,1,0
-4.09,9.83,0,0
9.14,12.51,0,0
8.0,14.07,0,0
11.74,-2.8,0,0
15.23,12.14,1,0
12.75,-0.9,0,0
12.07,-1.86,1,0
-4.08,0.13,0,0
11.78,-2.13,0,0
9.66,-3.11,0,0
15.03,11.35,1,0
-5.41,-0.22,0,0
-2.3,10.03,0,0
-2.51,-0.36,0,0
12.25,12.57,1,0
11.91,14.37,0,0
-2.5,-0.82,0,0
10.58,-4.32,0,0
-0.61,10.47,1,0
11.32,14.9,0,0
9.58,13.17,0,0
-1.98,0.76,1,0
-0.98,10.15,1,0
-2.3,10.09,0,0
13.42,9.38,1,0
9.98,-3.84,0,0
9.28,-1.73,0,0
12.1,-3.39,1,0
-2.02,12.35,0,0
12.17,-0.89,1,0
12.81,-0.76,1,0
9.92,11.53,0,0
8.98,12.76,0,0
11.87,13.11,1,0
9.14,-2.7,0,0
12.65,-2.79,1,0
9.99,-2.07,0,0
10.57,12.5,0,0
10.16,-2.37,0,0
-3.12,10.81,1,0
11.17,12.63,0,0
-0.68,10.67,1,0
10.72,11.13,0,0
12.8,-0.62,1,0
11.96,11.0,1,0
9.09,12.03,0,0
4.66,4.73,0,0
-2.9,-0.59,0,0
11.11,-1.64,0,0
12.08,-2.7,0,0
8.71,-2.47,0,0
-2.83,11.93,0,0
-3.26,11.15,0,0
-3.93,-1.04,0,0
9.44,0.04,0,0
11.6,-0.14,1,0
-3.54,9.0,1,0
-5.07,1.11,1,0
13.46,-3.3,1,0
9.4,13.26,0,0
-2.11,-2.35,0,0
12.72,15.44,0,0
9.53,12.01,0,0
-2.4,0.82,1,0
9.3,-2.25,0,0
9.43,-3.25,0,0
-2.99,-0.73,0,0
10.17,-2.68,0,0
12.92,-0.55,1,0
11.53,-3.15,0,0
11.33,10.71,1,0
8.83,12.6,0,0
10.87,13.5,0,0
